# ,Variable Name,Description,Source,Feature Set for Sample Size Analyses,Feature Set for Feature Set Analyses,% Missing
86,VEHW1150OVEH,Other household assets,VEHTAB,"All features from winning model; ""Starter pack"" file",Income,
87,VEHW1200STOH,Total household debts,VEHTAB,"All features from winning model; ""Starter pack"" file",Income,
88,VEHW1210SHYH,Household mortgage debt for owner-occupied home,VEHTAB,"All features from winning model; ""Starter pack"" file",Income,
89,VEHW1220SSTH,Household student debts,VEHTAB,"All features from winning model; ""Starter pack"" file",Income,
90,VEHW1230SOVH,Other households debts,VEHTAB,"All features from winning model; ""Starter pack"" file",Income,
91,VEHWVEREXEWH,Households assets excluding own home,VEHTAB,"All features from winning model; ""Starter pack"" file",Income,
92,INHAHL,Household size,INHATAB,"All features from winning model; ""Starter pack"" file",,
93,INHAHLMI,Number of people with personal income in the household in 2020,INHATAB,"All features from winning model; ""Starter pack"" file",,
94,INHEHALGR,"Household type based on homeownership vs. rental,  institutional vs. private households, and whether one has rent benefits, 4 categories (e.g., own house, rental house without rent allowance, institutional household)",INHATAB,"All features from winning model; ""Starter pack"" file",,
95,INHPOPIIV,"Household type based on income and private student, private non-student, or institutional household distinctions, 5 categories (e.g., private non-student household with income, private student household with income, institutional household without income), missing for private individuals not belonging to household population",INHATAB,"All features from winning model; ""Starter pack"" file",,Structurally missing
96,INHSAMAOW,"Household type based on age, gender, and household relations, 9 categories (e.g., single woman of state pension age, couple of state pension age, multi-person household below sate pension age)",INHATAB,"All features from winning model; ""Starter pack"" file",,
97,INHSAMHH,"Household type based on age, gender, and household relations, 21 categories (e.g., single woman of state pension age, childless couple with main breadwinner of state pension age, single-parent family with only underage children)",INHATAB,"All features from winning model; ""Starter pack"" file",,
98,INPPOSHHK,"Role in household based on income, relations, and age, 7 categories (e.g., main breadwinner without partner, main breadwinner with partner, adult child)",INPATAB,"All features from winning model; ""Starter pack"" file",,
99,AANVSECM,Start date of person's socioeconomic category spell,SECMBUS \cite{statistics_netherlands_secmbus_2025},"All features from winning model; ""Starter pack"" file",,
100,AANVSECM_partner,Partner's socioeconomic category spell,SECMBUS,"All features from winning model; ""Starter pack"" file",,Structurally missing
101,SECM,"Socioeconomic category, 13 categories (e.g., employee, self-employed, recipient of unemployment benefit)",SECMBUS,"All features from winning model; ""Starter pack"" file",,
102,SECM_partner,Partner's socioeconomic category,SECMBUS,"All features from winning model; ""Starter pack"" file",,Structurally missing
103,OPLNIVSOI2021AGG4HBmetNIRWO,"Highest level of education (with diploma), Dutch Standard Classification of Education",HOOGSTEOPLTAB \cite{statistics_netherlands_hoogsteopltab_2025},"All features from winning model; ""Starter pack"" file",Education,
104,OPLNIVSOI2021AGG4HBmetNIRWO_isced,"Highest level of education (with diploma), International Standard Classification of Education",HOOGSTEOPLTAB,"All features from winning model; ""Starter pack"" file",Education,
105,OPLNIVSOI2021AGG4HBmetNIRWO_partner,"Partner's highest level of education (with diploma), Dutch Standard Classification of Education",HOOGSTEOPLTAB,"All features from winning model; ""Starter pack"" file",Education,Structurally missing
106,OPLNIVSOI2021AGG4HBmetNIRWO_partner_isced,"Partner's highest level of education (with diploma), International Standard Classification of Education",HOOGSTEOPLTAB,"All features from winning model; ""Starter pack"" file",Education,Structurally missing
107,OPLNIVSOI2021AGG4HGmetNIRWO,"Highest level of education (no diploma necessary), Dutch standard Classification of Education",HOOGSTEOPLTAB,"All features from winning model; ""Starter pack"" file",Education,
108,OPLNIVSOI2021AGG4HGmetNIRWO_isced,"Highest level of education (no diploma necessary), International Standard Classification of Education",HOOGSTEOPLTAB,"All features from winning model; ""Starter pack"" file",Education,
109,OPLNIVSOI2021AGG4HGmetNIRWO_partner,"Partner's highest level of education (no diploma necessary), Dutch Standard Classification of Education",HOOGSTEOPLTAB,"All features from winning model; ""Starter pack"" file",Education,Structurally missing
110,OPLNIVSOI2021AGG4HGmetNIRWO_partner_isced,"Partner's highest level of education (no diploma necessary), International Standard Classification of Education",HOOGSTEOPLTAB,"All features from winning model; ""Starter pack"" file",Education,Structurally missing
111,GBAGEBOORTELANDPARTNER,Partner's country of birth,GBABURGERLIJKESTAATBUS,"All features from winning model; ""Starter pack"" file",Immigration,Structurally missing
112,GBAAANTALOUDERSBUITENLAND,Number of parents born outside the Netherlands,GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,
113,GBAGEBOORTELAND,Country of birth,GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,
114,GBAGEBOORTELANDMOEDER,Mother's country of birth,GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,Structurally missing
115,GBAGEBOORTELANDNL,Born in the Netherlands or outside,GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,
116,GBAGEBOORTELANDVADER,Father's country of birth,GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,Structurally missing
117,GBAGENERATIE,"3 categories: both parents native born, first-generation migrant (born abroad with at least one parent born abroad), or second-generation migrant (native born with at least one parent born abroad)",GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,
118,GBAHERKOMSTGROEPERING,"Country of origin: If native born with at least one parent born abroad (second-generation), use mother's country of birth unless mother is native-born, in which case one uses father's country of birth. Otherwise, use one's own country of birth.",GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,
119,GBAHERKOMSTLAND,"Country of origin: For the foreign-born, use one's own country of birth. For the native-born, mother's country of birth unless mother is native-born, in which case one uses father's country of birth.",GBAPERSOONTAB,"All features from winning model; ""Starter pack"" file",Immigration,
120,GBAIMPUTATIECODE,Country of origin imputation flag,GBAPERSOONTAB,All features from winning model,,Structurally missing
121,GBADATUMAANVANGADRESHOUDING,Start date of living at address,GBAADRESOBJECTBUS \cite{statistics_netherlands_gbaadresobjectbus_2026},"All features from winning model; ""Starter pack"" file",Housing,
122,VBOWoningtype,"Housing type, 5 categories (e.g., detached house, terraced house, multifamily house)",VBOWONINGTYPETAB \cite{statistics_netherlands_vbowoningtypetab_2025},"All features from winning model; ""Starter pack"" file",Housing,
123,average_hours_main,"Average hours per month at the main job, not counting self-employment, for people not fully self-employed",SPOLISBUS \cite{statistics_netherlands_spolisbus_2026},"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
124,n_full,"Number of full-time jobs in 2020, not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
125,n_jobs,"Number of jobs in 2020, not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
126,n_months_main,"Number of months worked at the main job in 2020, not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
127,n_part,"Number of part-time jobs in 2020, not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
128,n_permanent,"Number of jobs with permanent contract in 2020, not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
129,n_temporary,"Number of jobs with temporary contract in 2020, not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
130,SCONTRACTSOORT_main,"Type of contract at the main job (temporary or permanent), not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
131,SPOLISDIENSTVERBAND_main,"Whether main job is full-time or part-time, not counting self-employment, for people not fully self-employed",SPOLISBUS,"All features from winning model; ""Starter pack"" file",Employment,Structurally missing
132,VZAANTBSO01KM,Number of after-school care centers within 1 km,NABIJHEIDKINDOPVTAB \cite{statistics_netherlands_nabijheidkindopvtab_2025},"All features from winning model; ""Starter pack"" file",Childcare Proximity,
133,VZAANTBSO03KM,Number of after-school care centers within 3 km,NABIJHEIDKINDOPVTAB,"All features from winning model; ""Starter pack"" file",Childcare Proximity,
134,VZAANTBSO05KM,Number of after-school care centers within 5 km,NABIJHEIDKINDOPVTAB,"All features from winning model; ""Starter pack"" file",Childcare Proximity,
135,VZAANTKDV01KM,Number of daycare centers within 1 km,NABIJHEIDKINDOPVTAB,"All features from winning model; ""Starter pack"" file",Childcare Proximity,
136,VZAANTKDV03KM,Number of daycare centers within 3 km,NABIJHEIDKINDOPVTAB,"All features from winning model; ""Starter pack"" file",Childcare Proximity,
137,VZAANTKDV05KM,Number of daycare centers within 5 km,NABIJHEIDKINDOPVTAB,"All features from winning model; ""Starter pack"" file",Childcare Proximity,
138,VZAFSTANDBSO,Distance in meters to the nearest after-school care center,NABIJHEIDKINDOPVTAB,"All features from winning model; ""Starter pack"" file",Childcare Proximity,
139,VZAFSTANDKDV,Distance in meters to the nearest daycare center,NABIJHEIDKINDOPVTAB,"All features from winning model; ""Starter pack"" file",Childcare Proximity,
